date	new_pages
2020-01-02	86
2020-01-03	69
2020-01-04	124
2020-01-05	104
2020-01-06	94
2020-01-07	75
2020-01-08	67
2020-01-09	73
2020-01-10	76
2020-01-11	78
2020-01-12	72
2020-01-13	91
2020-01-14	97
2020-01-15	93
2020-01-16	74
2020-01-17	100
2020-01-18	78
2020-01-19	65
2020-01-20	71
2020-01-21	73
2020-01-22	64
2020-01-23	143
2020-01-24	183
2020-01-25	179
2020-01-26	88
2020-01-27	110
2020-01-28	103
2020-01-29	92
2020-01-30	106
2020-01-31	91
2020-02-01	76
2020-02-02	87
2020-02-03	54
2020-02-04	70
2020-02-05	61
2020-02-06	112
2020-02-07	104
2020-02-08	63
2020-02-09	72
2020-02-10	70
2020-02-11	73
2020-02-12	58
2020-02-13	77
2020-02-14	52
2020-02-15	108
2020-02-16	99
2020-02-17	72
2020-02-18	64
2020-02-19	69
2020-02-20	61
2020-02-21	95
2020-02-22	70
2020-02-23	71
2020-02-24	88
2020-02-25	66
2020-02-26	77
2020-02-27	59
2020-02-28	77
2020-02-29	100
2020-03-01	72
2020-03-02	76
2020-03-03	70
2020-03-04	66
2020-03-05	70
2020-03-06	63
2020-03-07	82
2020-03-08	96
2020-03-09	109
2020-03-10	82
2020-03-11	82
2020-03-12	84
2020-03-13	85
2020-03-14	81
2020-03-15	75
2020-03-16	65
2020-03-17	93
2020-03-18	77
2020-03-19	88
2020-03-20	94
2020-03-21	100
2020-03-22	109
2020-03-23	100
2020-03-24	111
2020-03-25	111
2020-03-26	101
2020-03-27	93
2020-03-28	98
2020-03-29	119
2020-03-30	111
2020-03-31	112
2020-04-01	119
2020-04-02	97
2020-04-03	110
2020-04-04	89
2020-04-05	90
2020-04-06	117
2020-04-07	118
2020-04-08	100
2020-04-09	107
2020-04-10	106
2020-04-11	116
2020-04-12	107
2020-04-13	113
2020-04-14	128
2020-04-15	79
2020-04-16	107
2020-04-17	104
2020-04-18	121
2020-04-19	98
2020-04-20	144
2020-04-21	95
2020-04-22	112
2020-04-23	107
2020-04-24	101
2020-04-25	82
2020-04-26	115
2020-04-27	87
2020-04-28	86
2020-04-29	115
2020-04-30	84
2020-05-01	104
2020-05-02	111
2020-05-03	125
2020-05-04	105
2020-05-05	67
2020-05-06	79
2020-05-07	80
2020-05-08	59
2020-05-09	71
2020-05-10	105
2020-05-11	87
2020-05-12	89
2020-05-13	91
2020-05-14	93
2020-05-15	92
2020-05-16	76
2020-05-17	69
2020-05-18	72
2020-05-19	78
2020-05-20	74
2020-05-21	64
2020-05-22	68
2020-05-23	87
2020-05-24	90
2020-05-25	88
2020-05-26	79
2020-05-27	61
2020-05-28	78
2020-05-29	73
2020-05-30	55
2020-05-31	90
2020-06-01	83
2020-06-02	78
2020-06-03	62
2020-06-04	72
2020-06-05	75
2020-06-06	62
2020-06-07	70
2020-06-08	74
2020-06-09	91
2020-06-10	108
2020-06-11	81
2020-06-12	82
2020-06-13	65
2020-06-14	96
2020-06-15	67
2020-06-16	92
2020-06-17	104
2020-06-18	74
2020-06-19	72
2020-06-20	69
2020-06-21	60
2020-06-22	73
2020-06-23	65
2020-06-24	58
2020-06-25	77
2020-06-26	59
2020-06-27	57
2020-06-28	70
2020-06-29	74
2020-06-30	74
2020-07-01	68
2020-07-02	74
2020-07-03	71
2020-07-04	72
2020-07-05	67
2020-07-06	61
2020-07-07	58
2020-07-08	72
2020-07-09	84
2020-07-10	59
2020-07-11	57
2020-07-12	63
2020-07-13	84
2020-07-14	79
2020-07-15	71
2020-07-16	69
2020-07-17	82
2020-07-18	55
2020-07-19	52
2020-07-20	66
2020-07-21	62
2020-07-22	48
2020-07-23	46
2020-07-24	47
2020-07-25	62
2020-07-26	47
2020-07-27	48
2020-07-28	52
2020-07-29	69
2020-07-30	71
2020-07-31	63
2020-08-01	54
2020-08-02	43
2020-08-03	80
2020-08-04	63
2020-08-05	54
2020-08-06	66
2020-08-07	57
2020-08-08	65
2020-08-09	68
2020-08-10	67
2020-08-11	56
2020-08-12	68
2020-08-13	46
2020-08-14	48
2020-08-15	35
2020-08-16	51
2020-08-17	44
2020-08-18	54
2020-08-19	62
2020-08-20	62
2020-08-21	67
2020-08-22	57
2020-08-23	52
2020-08-24	56
2020-08-25	55
2020-08-26	75
2020-08-27	47
2020-08-28	67
2020-08-29	35
2020-08-30	60
2020-08-31	87
2020-09-01	58
2020-09-02	59
2020-09-03	50
2020-09-04	49
2020-09-05	54
2020-09-06	59
2020-09-07	60
2020-09-08	62
2020-09-09	67
2020-09-10	41
2020-09-11	58
2020-09-12	38
2020-09-13	53
2020-09-14	53
2020-09-15	50
2020-09-16	62
2020-09-17	57
2020-09-18	59
2020-09-19	60
2020-09-20	57
2020-09-21	44
2020-09-22	42
2020-09-23	62
2020-09-24	52
2020-09-25	59
2020-09-26	74
2020-09-27	57
2020-09-28	76
2020-09-29	54
2020-09-30	57
2020-10-01	53
2020-10-02	38
2020-10-03	45
2020-10-04	51
2020-10-05	58
2020-10-06	62
2020-10-07	73
2020-10-08	45
2020-10-09	35
2020-10-10	48
2020-10-11	61
2020-10-12	44
2020-10-13	44
2020-10-14	63
2020-10-15	47
2020-10-16	45
2020-10-17	63
2020-10-18	64
2020-10-19	61
2020-10-20	58
2020-10-21	59
2020-10-22	51
2020-10-23	65
2020-10-24	46
2020-10-25	79
2020-10-26	75
2020-10-27	89
2020-10-28	114
2020-10-29	64
2020-10-30	59
2020-10-31	54
2020-11-01	105
2020-11-02	87
2020-11-03	65
2020-11-04	61
2020-11-05	51
2020-11-06	65
2020-11-07	54
2020-11-08	74
2020-11-09	76
2020-11-10	76
2020-11-11	97
2020-11-12	87
2020-11-13	107
2020-11-14	77
2020-11-15	65
2020-11-16	72
2020-11-17	80
2020-11-18	65
2020-11-19	70
2020-11-20	72
2020-11-21	74
2020-11-22	70
2020-11-23	94
2020-11-24	71
2020-11-25	75
2020-11-26	98
2020-11-27	113
2020-11-28	117
2020-11-29	110
2020-11-30	110
2020-12-01	94
2020-12-02	99
2020-12-03	81
2020-12-04	89
2020-12-05	90
2020-12-06	71
2020-12-07	90
2020-12-08	83
2020-12-09	81
2020-12-10	74
2020-12-11	80
2020-12-12	116
2020-12-13	96
2020-12-14	101
2020-12-15	67
2020-12-16	85
2020-12-17	78
2020-12-18	85
2020-12-19	123
2020-12-20	117
2020-12-21	93
2020-12-22	74
2020-12-23	110
2020-12-24	61
2020-12-25	57
2020-12-26	59
2020-12-27	77
2020-12-28	95
2020-12-29	70
2020-12-30	90
2020-12-31	87
